color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Lawrence Guterman,0,-0.6976264856723491,1,1,Traylor Howard,1,1,Comedy|Family|Fantasy,Jamie Kennedy,son of the maskâ,1,1,Ben Stein,baby|cartoon on tv|cartoonist|dog|mask,http://www.imdb.com/title/tt0362165/?ref_=fn_tt_tt_1,1,English,USA,PG,0.9333331718514606,,1,0.07792207792207792,1.85,881
Color,David Mamet,0,0.29808648586901354,1,1,Felicity Huffman,1,1,Drama|Mystery|Thriller,Ben Gazzara,the spanish prisonerâ,1,1,Campbell Scott,brother sister relationship|extradition|fbi|japanese tourist|secret,http://www.imdb.com/title/tt0120176/?ref_=fn_tt_tt_1,1,English,USA,PG,0.11110895801947608,,1,0.7402597402597402,1.85,578
Color,Frank Oz,1,-0.7598585463936843,0,1,Matthew Broderick,1,1,Comedy|Sci-Fi|Thriller,Jon Lovitz,the stepford wivesâ,1,1,Roger Bart,community|connecticut|fem bot|tv producer|writer,http://www.imdb.com/title/tt0327162/?ref_=fn_tt_tt_1,1,English,USA,PG-13,1.0,,1,0.4675324675324676,1.85,0
Color,Peter Jackson,2,1.8538880039023926,0,1,AJ Michalka,1,1,Drama|Fantasy|Thriller,Michael Imperioli,the lovely bonesâ,1,1,Tom McCarthy,1970s|afterlife|heaven|pedophile|rape,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,2,English,USA,PG-13,0.7222215493810862,,1,0.6623376623376623,2.35,16000
Color,Mark Waters,1,0.11139030370500802,1,1,Tod Fennell,1,1,Adventure|Family|Fantasy,Martin Short,the spiderwick chroniclesâ,1,1,Joan Plowright,actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature,http://www.imdb.com/title/tt0416236/?ref_=fn_tt_tt_1,0,English,USA,PG,1.0,,1,0.6493506493506492,2.35,0
Color,Barry Sonnenfeld,1,-0.4486982427870085,1,1,Rip Torn,1,1,Adventure|Comedy|Family|Mystery|Sci-Fi,Will Smith,men in blackâ,1,1,Linda Fiorentino,alien|box office hit|flying saucer|laser gun|wisecrack humor,http://www.imdb.com/title/tt0119654/?ref_=fn_tt_tt_1,1,English,USA,PG-13,1.0,,1,0.7402597402597402,1.85,0
Color,John Lasseter,1,-1.4444112143283712,1,1,John Ratzenberger,1,1,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,toy story 2â,1,1,Wayne Knight,collector|dog|friend|rescue|toy,http://www.imdb.com/title/tt0120363/?ref_=fn_tt_tt_1,1,English,USA,G,1.0,,1,0.8181818181818182,1.85,0
Color,Brett Ratner,0,-0.9465547285576899,1,1,John Lone,1,1,Action|Comedy|Crime|Thriller,Mei MelanÃ§on,rush hour 2â,1,1,Harris Yulin,boat|gang|hong kong|triad|vacation,http://www.imdb.com/title/tt0266915/?ref_=fn_tt_tt_1,1,English,USA,PG-13,1.0,,1,0.6493506493506492,2.35,0
Color,Carlos Saldanha,1,-0.6976264856723491,1,1,Maile Flanagan,1,1,Action|Adventure|Animation|Comedy|Family,Denis Leary,ice age: dawn of the dinosaursâ,1,1,Kelly Keaton,egg|lost world|rescue|squirrel|weasel,http://www.imdb.com/title/tt1080016/?ref_=fn_tt_tt_1,0,English,USA,PG,1.0,,1,0.7012987012987012,1.85,0
Color,Ben Stiller,3,0.5470147287543542,0,1,Adrian Martinez,1,1,Adventure|Comedy|Drama|Fantasy|Romance,Adam Scott,the secret life of walter mittyâ,1,1,Joey Slotnick,daydream|life magazine|magazine|photographer|snow leopard,http://www.imdb.com/title/tt0359950/?ref_=fn_tt_tt_1,1,English,USA,PG,1.0,,1,0.7402597402597402,2.35,70000
Color,Tony Bancroft,1,-1.0710188500003601,1,1,Harvey Fierstein,1,1,Adventure|Animation|Family|Fantasy|Musical|War,Ming-Na Wen,mulanâ,1,1,June Foray,based on poem|based on true story|china|one word title|the huns,http://www.imdb.com/title/tt0120762/?ref_=fn_tt_tt_1,0,English,USA,G,1.0,,1,0.7662337662337662,1.66,12000
Color,John McTiernan,1,1.4182635788530464,1,1,Aldis Hodge,1,1,Action|Adventure|Thriller,Bruce Willis,die hard with a vengeanceâ,1,1,Kevin Chamberlin,bomb|detective|new york city|police|terrorist,http://www.imdb.com/title/tt0112864/?ref_=fn_tt_tt_1,1,English,USA,R,1.0,,1,0.7792207792207791,2.35,0
Color,Guy Ritchie,3,1.4182635788530464,0,1,Eddie Marsan,1,1,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,sherlock holmesâ,1,1,Robert Maillet,black magic|bridge construction|professor moriarty|scotland yard inspector|sherlock holmes,http://www.imdb.com/title/tt0988045/?ref_=fn_tt_tt_1,2,English,USA,PG-13,1.0,,1,0.7792207792207791,1.85,20000
Color,Bryan Singer,2,0.9826391538037004,0,1,Tom Wilkinson,1,1,Drama|History|Thriller|War,Tom Cruise,valkyrieâ,1,1,Thomas Kretschmann,american actor playing foreigner|assassination|conspiracy|military|nazis,http://www.imdb.com/title/tt0985699/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.8333329296286517,,1,0.7142857142857142,1.85,0
Color,Dennis Dugan,1,0.484782668033019,1,1,Sayed Badreya,1,1,Action|Comedy,Adam Sandler,you don't mess with the zohanâ,1,1,Kevin Nealon,hair stylist|jew|landlord|muslim|palestinian,http://www.imdb.com/title/tt0960144/?ref_=fn_tt_tt_1,1,English,USA,PG-13,1.0,,1,0.5064935064935064,1.85,0
Color,Chris Columbus,2,0.04915824298367285,0,1,Adam Sandler,1,1,Action|Animation|Comedy|Sci-Fi,Peter Dinklage,pixelsâ,1,1,Josh Gad,alien|arcade game|chase|driving in reverse|video gamer,http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.9777777239504868,,1,0.5194805194805194,2.35,39000
Color,Rob Minkoff,0,-1.0710188500003601,1,1,Rachael Harris,1,1,Comedy|Family|Fantasy|Horror|Mystery,Marsha Thomason,the haunted mansionâ,1,1,Marc John Jefferies,arachnophobia|crystal ball|ghost|haunted house|thunderstorm,http://www.imdb.com/title/tt0338094/?ref_=fn_tt_tt_1,0,English,USA,PG,1.0,,1,0.4285714285714286,2.35,988
Color,Robert Zemeckis,1,2.7873689147224203,0,1,Tom Skerritt,1,1,Drama|Mystery|Sci-Fi|Thriller,Matthew McConaughey,contactâ,1,1,Larry King,message from outer space|religion|religion versus science|scientist|universe,http://www.imdb.com/title/tt0118884/?ref_=fn_tt_tt_1,2,English,USA,PG,1.0,,1,0.7532467532467533,2.35,15000
Color,Sydney Pollack,1,1.4182635788530464,1,1,George Harris,1,1,Crime|Mystery|Thriller,Curtiss Cook,the interpreterâ,1,1,Michael Wright,african|assassination|dialect|interpreter|threat,http://www.imdb.com/title/tt0373926/?ref_=fn_tt_tt_1,1,Aboriginal,UK,PG-13,0.8888886197524344,,1,0.6233766233766234,2.35,0
Color,Thor Freudenthal,1,0.04915824298367285,1,1,Leven Rambin,1,1,Adventure|Family|Fantasy,Logan Lerman,percy jackson: sea of monstersâ,1,1,Brandon T. Jackson,golden fleece|half brother|magical tree|sea|tree,http://www.imdb.com/title/tt1854564/?ref_=fn_tt_tt_1,0,English,USA,PG,1.0,,1,0.5584415584415584,2.35,28000
Color,Jon M. Chu,1,1.4804956395743816,1,1,Morgan Freeman,1,1,Action|Adventure|Comedy|Crime|Mystery|Thriller,Daniel Radcliffe,now you see me 2â,1,1,Sanaa Lathan,card trick|london england|magician|rain machine|rooftop,http://www.imdb.com/title/tt3110958/?ref_=fn_tt_tt_1,0,English,USA,PG-13,1.0,,1,0.6883116883116883,2.35,15000
Color,Phillip Noyce,0,0.6714788501970245,1,1,Michael Byrne,1,1,Action|Adventure|Romance|Sci-Fi|Thriller,Alun Armstrong,the saintâ,1,1,Velibor Topic,cold fusion|disguise|energy|fusion|the saint,http://www.imdb.com/title/tt0120053/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.7555549634553559,,1,0.5974025974025974,2.35,0
Color,Brian De Palma,1,0.5470147287543542,0,1,Connie Nielsen,1,1,Adventure|Sci-Fi|Thriller,Don Cheadle,mission to marsâ,1,1,Kim Delaney,astronaut|mars|mars the planet|outer space|zero gravity,http://www.imdb.com/title/tt0183523/?ref_=fn_tt_tt_1,3,English,USA,PG,1.0,,1,0.5194805194805194,2.35,0
Color,Carlos Saldanha,2,-0.5731623642296788,1,1,Wanda Sykes,1,1,Adventure|Animation|Comedy|Family|Musical,Anne Hathaway,rioâ,1,1,Will.i.am,bird|brazilian|cockatoo|macaw|minnesota,http://www.imdb.com/title/tt1436562/?ref_=fn_tt_tt_1,0,English,USA,G,1.0,,1,0.7012987012987012,2.35,19000
Color,Mick Jackson,0,-0.07530587845899749,1,1,Anne Heche,1,1,Action|Drama|Sci-Fi|Thriller,Don Cheadle,volcanoâ,1,1,Gaby Hoffmann,earthquake|fire|lava|rescue|volcano,http://www.imdb.com/title/tt0120461/?ref_=fn_tt_tt_1,0,English,USA,PG-13,1.0,,1,0.49350649350649356,1.85,2000
Color,Alan J. Pakula,0,0.3603185465903487,1,1,Brad Pitt,1,1,Action|Crime|Drama|Thriller,Harrison Ford,the devil's ownâ,1,1,Natascha McElhone,friendship|murder|northern ireland|police officer|terrorist,http://www.imdb.com/title/tt0118972/?ref_=fn_tt_tt_1,0,English,USA,R,0.9555554479009737,,1,0.5844155844155844,2.35,979
Color,John Milius,1,1.4804956395743816,1,1,Mako,1,1,Adventure|Fantasy,William Smith,conan the barbarianâ,1,1,Sandahl Bergman,actual animal killed|cult|evil sorcerer|gladiator|warlord,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,1,English,USA,R,0.22222033826704155,,1,0.6883116883116883,2.35,0
Color,Ron Howard,1,2.413976550394409,1,1,Bruce McGill,1,1,Biography|Drama|Sport,Paddy Considine,cinderella manâ,1,1,Rosemarie DeWitt,boxer|boxing|dream|great depression|love,http://www.imdb.com/title/tt0352248/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.9777777239504868,,1,0.8311688311688311,2.35,0
Color,Andrey Konchalovskiy,0,0.29808648586901354,1,1,Nathan Lane,1,1,Action|Family|Fantasy|Musical,Shirley Henderson,the nutcracker in 3dâ,1,1,Richard E. Grant,box office flop|christmas|christmas eve|critically bashed|toy comes to life,http://www.imdb.com/title/tt1041804/?ref_=fn_tt_tt_1,0,English,UK,PG,1.0,,1,0.36363636363636365,2.35,788
 Black and White,Gary Ross,1,2.1650483075090685,1,1,Michael Angarano,1,1,Drama|History|Sport,Jeff Bridges,seabiscuitâ,1,1,Michael O'Neill,horse|horse racing|jockey|limp|seabiscuit,http://www.imdb.com/title/tt0329575/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.9666665859257303,,1,0.7402597402597402,2.35,0
Color,Robert Zemeckis,1,2.351744489673074,0,1,Paul Sanchez,1,1,Adventure|Drama|Romance,Tom Hanks,cast awayâ,1,1,Nick Searcy,christmas|island|love|survival|talking to inanimate object,http://www.imdb.com/title/tt0162222/?ref_=fn_tt_tt_1,3,English,USA,PG-13,1.0,,1,0.7922077922077921,1.85,23000
Color,Paul Greengrass,2,0.17362236442634318,1,1,Joan Allen,1,1,Action|Mystery|Thriller,Matt Damon,the bourne supremacyâ,1,1,Oksana Akinshina,assassin|car chase|cia|hidden truth|one against many,http://www.imdb.com/title/tt0372183/?ref_=fn_tt_tt_1,2,English,USA,PG-13,0.8333329296286517,,1,0.8051948051948051,2.35,0
Color,Wolfgang Petersen,1,1.169335335967706,1,1,Gary Oldman,1,1,Action|Adventure|Drama|Thriller,Harrison Ford,air force oneâ,1,1,Dean Stockwell,ex soldier|hijacker|hostage|president|terrorist,http://www.imdb.com/title/tt0118571/?ref_=fn_tt_tt_1,1,English,USA,R,0.9444443098762172,,1,0.6233766233766234,2.35,0
Color,Steven Soderbergh,1,0.6714788501970245,0,1,Bernie Mac,1,1,Crime|Thriller,Brad Pitt,ocean's elevenâ,1,1,Elliott Gould,card dealer|casino|criminal mastermind|recruiting|ulcer,http://www.imdb.com/title/tt0240772/?ref_=fn_tt_tt_1,3,English,USA,PG-13,0.9444443098762172,,1,0.8051948051948051,2.35,0
Color,Paul W.S. Anderson,1,0.29808648586901354,1,1,Logan Lerman,1,1,Action|Adventure|Romance,Milla Jovovich,the three musketeersâ,1,1,Orlando Bloom,box office flop|cardinal richelieu|critically bashed|duel|musketeer,http://www.imdb.com/title/tt1509767/?ref_=fn_tt_tt_1,1,English,Germany,PG-13,0.8333329296286517,,1,0.5454545454545454,2.35,19000
Color,Genndy Tartakovsky,2,-0.8843226678363546,1,1,Adam Sandler,1,1,Animation|Comedy|Family|Fantasy,Steve Buscemi,hotel transylvaniaâ,1,1,Jon Lovitz,dracula|hotel|invisible man|monster|transylvania,http://www.imdb.com/title/tt0837562/?ref_=fn_tt_tt_1,0,English,USA,PG,0.9444443098762172,,1,0.7142857142857142,1.85,28000
Color,Kevin Lima,1,0.11139030370500802,1,1,Teala Dunn,1,1,Animation|Comedy|Family|Fantasy|Musical|Romance,Jeff Bennett,enchantedâ,1,1,Fred Tatasciore,fairy tale|lawyer|love|new york|prince,http://www.imdb.com/title/tt0461770/?ref_=fn_tt_tt_1,1,English,USA,PG,0.9444443098762172,,1,0.7142857142857142,2.35,0
Color,Daniel Espinosa,2,0.6092467894756893,1,1,Ryan Reynolds,1,1,Action|Crime|Mystery|Thriller,Denzel Washington,safe houseâ,1,1,Sam Shepard,cia|cia agent|consulate|on the run|safe house,http://www.imdb.com/title/tt1599348/?ref_=fn_tt_tt_1,1,English,USA,R,0.9444443098762172,,1,0.6753246753246752,2.35,19000
Color,Kevin Lima,0,-0.32423412134433816,1,1,Eric Idle,1,1,Adventure|Comedy|Family,Ioan Gruffudd,102 dalmatiansâ,1,1,Jim Carter,dog|parole|parole officer|prison|puppy,http://www.imdb.com/title/tt0211181/?ref_=fn_tt_tt_1,0,English,USA,G,0.9444443098762172,,1,0.4155844155844155,1.85,372
Color,Brett Ratner,2,-0.07530587845899749,1,1,Gabourey Sidibe,1,1,Action|Comedy|Crime,Matthew Broderick,tower heistâ,1,1,Judd Hirsch,apartment|fbi|fraud|heist|manager,http://www.imdb.com/title/tt0471042/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.8333329296286517,,1,0.5974025974025974,2.35,0
Color,Nancy Meyers,1,2.0405841860663982,1,1,Rufus Sewell,1,1,Comedy|Romance,Kate Winslet,the holidayâ,1,1,Sarah Parish,book|composer|house|love|self esteem,http://www.imdb.com/title/tt0457939/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.9444443098762172,,1,0.6883116883116883,1.85,19000
Color,Tony Scott,0,2.1650483075090685,1,1,Jake Busey,1,1,Action|Crime|Drama|Mystery|Thriller,Will Smith,enemy of the stateâ,1,1,Lisa Bonet,congressman|lawyer|nsa|on the run|surveillance,http://www.imdb.com/title/tt0120660/?ref_=fn_tt_tt_1,1,English,USA,R,1.0,,1,0.7402597402597402,2.35,0
Color,Nancy Meyers,1,0.9204070930823651,1,1,Hunter Parrish,1,1,Comedy|Drama|Romance,Meryl Streep,it's complicatedâ,1,1,Zoe Kazan,affair|divorce|graduation|vomiting|watching television,http://www.imdb.com/title/tt1230414/?ref_=fn_tt_tt_1,0,English,USA,R,0.9444443098762172,,1,0.6493506493506492,1.85,0
Color,Steven Soderbergh,2,1.0448712145250354,0,1,Matt Damon,1,1,Crime|Thriller,Al Pacino,ocean's thirteenâ,1,1,Brad Pitt,casino|heist|manmade earthquake|revenge|tunnel boring machine,http://www.imdb.com/title/tt0496806/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.9444443098762172,,1,0.6883116883116883,2.35,0
Color,Roger Allers,0,-1.382179153607036,1,1,Debra Messing,1,1,Adventure|Animation|Comedy|Family,Jon Favreau,open seasonâ,1,1,Jane Krakowski,bear|deer|forest|grizzly bear|hunter,http://www.imdb.com/title/tt0400717/?ref_=fn_tt_tt_1,0,English,USA,PG,0.9444443098762172,,1,0.5974025974025974,1.85,863
Color,Neil Burger,4,2.102816246787733,1,1,Theo James,1,1,Adventure|Mystery|Sci-Fi,Kate Winslet,divergentâ,1,1,Mekhi Phifer,army|brother sister relationship|dystopia|father son relationship|narrated by character,http://www.imdb.com/title/tt1840309/?ref_=fn_tt_tt_1,2,English,USA,PG-13,0.9444443098762172,,1,0.6623376623376623,2.35,49000
Color,Jean-Jacques Annaud,1,1.604959761017052,1,1,Gabriel Thomson,1,1,Drama|History|War,Bob Hoskins,enemy at the gatesâ,1,1,Clemens Schick,battle|german|russian|sniper|stalingrad,http://www.imdb.com/title/tt0215750/?ref_=fn_tt_tt_1,2,English,USA,R,0.7555549634553559,,1,0.7792207792207791,2.35,0
Color,Peter Berg,1,-0.07530587845899749,1,1,Rosario Dawson,1,1,Action|Adventure|Comedy|Thriller,Dwayne Johnson,the rundownâ,1,1,Ewen Bremner,amazon|bounty hunter|fight|hunter|jungle,http://www.imdb.com/title/tt0327850/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.9444443098762172,,1,0.6623376623376623,2.35,0
Color,John McTiernan,0,1.542727700295717,1,1,Tom Noonan,1,1,Action|Adventure|Comedy|Fantasy,F. Murray Abraham,last action heroâ,1,1,Joan Plowright,action hero|hero|magic|ticket|video store,http://www.imdb.com/title/tt0107362/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.777777239504869,,1,0.5974025974025974,2.35,0
Color,Rob Marshall,1,2.4762086111157444,1,1,Mako,1,1,Drama|Romance,Li Gong,memoirs of a geishaâ,1,1,Karl Yune,coming of age|geisha|japan|jealousy|love,http://www.imdb.com/title/tt0397535/?ref_=fn_tt_tt_1,2,English,USA,PG-13,0.9444443098762172,,1,0.7402597402597402,2.35,0
Color,Justin Lin,1,-0.07530587845899749,1,1,Zachery Ty Bryan,1,1,Action|Crime|Thriller,Amber Stevens West,the fast and the furious: tokyo driftâ,1,1,Nikki Griffin,car|challenge|drift racing|drifting|tokyo japan,http://www.imdb.com/title/tt0463985/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.9444443098762172,,1,0.5714285714285714,2.35,0
Color,Andrew Davis,1,0.17362236442634318,1,1,Rick Worthy,1,1,Action|Drama|Thriller,Raymond Cruz,collateral damageâ,1,1,Jsu Garcia,bare chested boy|car explosion|colombia|explosion|terrorism,http://www.imdb.com/title/tt0233469/?ref_=fn_tt_tt_1,1,English,USA,R,0.9444443098762172,,1,0.5064935064935064,1.85,941
Color,Tarsem Singh,3,0.04915824298367285,1,1,Nathan Lane,1,1,Adventure|Comedy|Drama|Family|Fantasy,Julia Roberts,mirror mirrorâ,1,1,Danny Woodburn,kingdom|prince|princess|queen|snow,http://www.imdb.com/title/tt1667353/?ref_=fn_tt_tt_1,0,English,USA,PG,0.9444443098762172,,1,0.5194805194805194,1.85,18000
Color,Edgar Wright,3,0.42255060731168387,1,1,Kieran Culkin,1,1,Action|Comedy|Fantasy|Romance,Anna Kendrick,scott pilgrim vs. the worldâ,1,1,Ellen Wong,band|dating|high school|hipster|rock band,http://www.imdb.com/title/tt0446029/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.6666658592573035,,1,0.7662337662337662,1.85,36000
Color,Jon Amiel,1,1.8538880039023926,1,1,TchÃ©ky Karyo,1,1,Action|Adventure|Sci-Fi|Thriller,Glenn Morshower,the coreâ,1,1,Rekha Sharma,core|earth|natural disaster|pacemaker|scientist,http://www.imdb.com/title/tt0298814/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.6666658592573035,,1,0.49350649350649356,2.35,0
Color,Peter Segal,0,0.23585442514767835,1,1,Janet Jackson,1,1,Comedy|Romance|Sci-Fi,Larry Miller,nutty professor ii: the klumpsâ,1,1,Chris Elliott,alter ego|marriage|professor|scientist|serum,http://www.imdb.com/title/tt0144528/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.7222215493810862,,1,0.35064935064935066,1.85,374
Color,Raja Gosnell,1,-1.1954829714430304,1,1,Linda Cardellini,1,1,Adventure|Comedy|Mystery,Sarah Michelle Gellar,scooby-dooâ,1,1,Miguel A. NÃºÃ±ez Jr.,amusement park|island|motorcycle|scooby doo|tough girl,http://www.imdb.com/title/tt0267913/?ref_=fn_tt_tt_1,1,English,USA,PG,0.9333331718514606,,1,0.4285714285714286,1.85,0
Color,Pete Travis,3,-0.635394424951014,1,1,Jason Cope,1,1,Action|Sci-Fi,Wood Harris,dreddâ,1,1,Rakie Ayola,brutality|dark humor|female antagonist|female warrior|post apocalypse,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,2,English,UK,R,0.38888740863838983,,1,0.7142857142857142,2.35,46000
Color,Frank Coraci,1,0.11139030370500802,1,1,Cameron Monaghan,1,1,Comedy|Drama|Fantasy|Romance,Adam Sandler,clickâ,1,1,Julie Kavner,architect|frozen time|obese man|remote control|stopped time,http://www.imdb.com/title/tt0389860/?ref_=fn_tt_tt_1,2,English,USA,PG-13,0.777777239504869,,1,0.6233766233766234,1.85,7000
Color,George A. Romero,0,1.542727700295717,0,1,Hal Holbrook,1,,Comedy|Fantasy|Horror,Ted Danson,creepshowâ,1,1,Adrienne Barbeau,anthology|child abuse|critically acclaimed|death|grindhouse,http://www.imdb.com/title/tt0083767/?ref_=fn_tt_tt_1,0,English,USA,R,0.088886681969963,,1,0.6883116883116883,1.85,0
Color,Brad Peyton,0,-1.4444112143283712,1,1,Sean Hayes,1,1,Action|Comedy|Family|Fantasy,Jack McBrayer,cats & dogs: the revenge of kitty galoreâ,1,1,Katt Williams,cartoon on tv|cat|dog|kitty|special agent,http://www.imdb.com/title/tt1287468/?ref_=fn_tt_tt_1,0,English,USA,PG,0.9444443098762172,,1,0.35064935064935066,1.85,0
Color,Doug Liman,2,-1.0710188500003601,1,1,Hayden Christensen,1,1,Action|Adventure|Sci-Fi|Thriller,Kristen Stewart,jumperâ,1,1,Tom Hulce,bank|based on novel|ice|teleportation|vault,http://www.imdb.com/title/tt0489099/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.9444443098762172,,1,0.5844155844155844,2.35,0
Color,Guillermo del Toro,3,0.9204070930823651,0,1,IvÃ¡n KamarÃ¡s,1,1,Action|Adventure|Fantasy|Horror|Sci-Fi,Seth MacFarlane,hellboy ii: the golden armyâ,1,1,Brian Steele,creature|elf|prince|rebellion|superhero,http://www.imdb.com/title/tt0411477/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.9444443098762172,,1,0.7012987012987012,1.85,3000
Color,Roger Spottiswoode,1,1.1071032752463708,1,1,Michael Rapaport,1,1,Action|Mystery|Sci-Fi|Thriller,Robert Duvall,the 6th dayâ,1,1,Tony Goldwyn,clone|cloning|future|laser gun|murder,http://www.imdb.com/title/tt0216216/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.9111108958019475,,1,0.5584415584415584,2.35,0
Color,Tom Shadyac,1,-0.26200206062300296,1,1,Steve Carell,1,1,Comedy|Drama,Morgan Freeman,bruce almightyâ,1,1,Lisa Ann Walter,answer to prayer|breast expansion|pleading with god|supernatural power|walking on water,http://www.imdb.com/title/tt0315327/?ref_=fn_tt_tt_1,2,English,USA,PG-13,0.899999757777191,,1,0.6623376623376623,1.85,0
Color,Sylvester Stallone,3,0.484782668033019,1,1,Sylvester Stallone,1,1,Action|Adventure|Thriller,Jason Statham,the expendablesâ,1,1,Jet Li,action hero|assassination attempt|explosion|machine gun|rescue mission,http://www.imdb.com/title/tt1320253/?ref_=fn_tt_tt_1,2,English,USA,R,0.8888886197524344,,1,0.6363636363636364,2.35,57000
