color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,roi,profit,is_profitable,budget_category,main_genre,rating_category
Color,John Lasseter,1.0,-1.4444112143283712,1,1.0,John Ratzenberger,1.0,1.0,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,toy story 2,1,1,Wayne Knight,collector|dog|friend|rescue|toy,http://www.imdb.com/title/tt0120363/?ref_=fn_tt_tt_1,1.0,English,USA,G,1.0,,1,0.8181818181818182,1.85,0,0.0,0.0,False,Micro (<$1M),Adventure,Muy Mala (0-4)
Color,Brett Ratner,0.0,-0.94655472855769,1,1.0,John Lone,1.0,1.0,Action|Comedy|Crime|Thriller,Mei Melançon,rush hour 2,1,1,Harris Yulin,boat|gang|hong kong|triad|vacation,http://www.imdb.com/title/tt0266915/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,1.0,,1,0.6493506493506492,2.35,0,0.0,0.0,False,Micro (<$1M),Action,Muy Mala (0-4)
Color,Carlos Saldanha,1.0,-0.6976264856723491,1,1.0,Maile Flanagan,1.0,1.0,Action|Adventure|Animation|Comedy|Family,Denis Leary,ice age: dawn of the dinosaurs,1,1,Kelly Keaton,egg|lost world|rescue|squirrel|weasel,http://www.imdb.com/title/tt1080016/?ref_=fn_tt_tt_1,0.0,English,USA,PG,1.0,,1,0.7012987012987012,1.85,0,0.0,0.0,False,Micro (<$1M),Action,Muy Mala (0-4)
Color,Ben Stiller,3.0,0.5470147287543542,0,1.0,Adrian Martinez,1.0,1.0,Adventure|Comedy|Drama|Fantasy|Romance,Adam Scott,the secret life of walter mitty,1,1,Joey Slotnick,daydream|life magazine|magazine|photographer|snow leopard,http://www.imdb.com/title/tt0359950/?ref_=fn_tt_tt_1,1.0,English,USA,PG,1.0,,1,0.7402597402597402,2.35,70000,0.0,0.0,False,Micro (<$1M),Adventure,Muy Mala (0-4)
Color,Tony Bancroft,1.0,-1.07101885000036,1,1.0,Harvey Fierstein,1.0,1.0,Adventure|Animation|Family|Fantasy|Musical|War,Ming-Na Wen,mulan,1,1,June Foray,based on poem|based on true story|china|one word title|the huns,http://www.imdb.com/title/tt0120762/?ref_=fn_tt_tt_1,0.0,English,USA,G,1.0,,1,0.7662337662337662,1.66,12000,0.0,0.0,False,Micro (<$1M),Adventure,Muy Mala (0-4)
Color,John McTiernan,1.0,1.4182635788530464,1,1.0,Aldis Hodge,1.0,1.0,Action|Adventure|Thriller,Bruce Willis,die hard with a vengeance,1,1,Kevin Chamberlin,bomb|detective|new york city|police|terrorist,http://www.imdb.com/title/tt0112864/?ref_=fn_tt_tt_1,1.0,English,USA,R,1.0,,1,0.7792207792207791,2.35,0,0.0,0.0,False,Micro (<$1M),Action,Muy Mala (0-4)
Color,Guy Ritchie,3.0,1.4182635788530464,0,1.0,Eddie Marsan,1.0,1.0,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,sherlock holmes,1,1,Robert Maillet,black magic|bridge construction|professor moriarty|scotland yard inspector|sherlock holmes,http://www.imdb.com/title/tt0988045/?ref_=fn_tt_tt_1,2.0,English,USA,PG-13,1.0,,1,0.7792207792207791,1.85,20000,0.0,0.0,False,Micro (<$1M),Action,Muy Mala (0-4)
Color,Bryan Singer,2.0,0.9826391538037004,0,1.0,Tom Wilkinson,1.0,1.0,Drama|History|Thriller|War,Tom Cruise,valkyrie,1,1,Thomas Kretschmann,american actor playing foreigner|assassination|conspiracy|military|nazis,http://www.imdb.com/title/tt0985699/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,0.8333329296286517,,1,0.7142857142857142,1.85,0,20.000058133502318,0.1666670703713483,True,Micro (<$1M),Drama,Muy Mala (0-4)
Color,Dennis Dugan,1.0,0.484782668033019,1,1.0,Sayed Badreya,1.0,1.0,Action|Comedy,Adam Sandler,you don't mess with the zohan,1,1,Kevin Nealon,hair stylist|jew|landlord|muslim|palestinian,http://www.imdb.com/title/tt0960144/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,1.0,,1,0.5064935064935064,1.85,0,0.0,0.0,False,Micro (<$1M),Action,Muy Mala (0-4)
Color,Chris Columbus,2.0,0.0491582429836728,0,1.0,Adam Sandler,1.0,1.0,Action|Animation|Comedy|Sci-Fi,Peter Dinklage,pixels,1,1,Josh Gad,alien|arcade game|chase|driving in reverse|video gamer,http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,0.9777777239504868,,1,0.5194805194805194,2.35,39000,2.2727329029065215,0.022222276049513212,True,Micro (<$1M),Action,Muy Mala (0-4)
Color,Rob Minkoff,0.0,-1.07101885000036,1,1.0,Rachael Harris,1.0,1.0,Comedy|Family|Fantasy|Horror|Mystery,Marsha Thomason,the haunted mansion,1,1,Marc John Jefferies,arachnophobia|crystal ball|ghost|haunted house|thunderstorm,http://www.imdb.com/title/tt0338094/?ref_=fn_tt_tt_1,0.0,English,USA,PG,1.0,,1,0.4285714285714286,2.35,988,0.0,0.0,False,Micro (<$1M),Comedy,Muy Mala (0-4)
Color,Robert Zemeckis,1.0,2.7873689147224203,0,1.0,Tom Skerritt,1.0,1.0,Drama|Mystery|Sci-Fi|Thriller,Matthew McConaughey,contact,1,1,Larry King,message from outer space|religion|religion versus science|scientist|universe,http://www.imdb.com/title/tt0118884/?ref_=fn_tt_tt_1,2.0,English,USA,PG,1.0,,1,0.7532467532467533,2.35,15000,0.0,0.0,False,Micro (<$1M),Drama,Muy Mala (0-4)
Color,Sydney Pollack,1.0,1.4182635788530464,1,1.0,George Harris,1.0,1.0,Crime|Mystery|Thriller,Curtiss Cook,the interpreter,1,1,Michael Wright,african|assassination|dialect|interpreter|threat,http://www.imdb.com/title/tt0373926/?ref_=fn_tt_tt_1,1.0,Aboriginal,UK,PG-13,0.8888886197524344,,1,0.6233766233766234,2.35,0,12.500034062592839,0.11111138024756562,True,Micro (<$1M),Crime,Muy Mala (0-4)
Color,Thor Freudenthal,1.0,0.0491582429836728,1,1.0,Leven Rambin,1.0,1.0,Adventure|Family|Fantasy,Logan Lerman,percy jackson: sea of monsters,1,1,Brandon T. Jackson,golden fleece|half brother|magical tree|sea|tree,http://www.imdb.com/title/tt1854564/?ref_=fn_tt_tt_1,0.0,English,USA,PG,1.0,,1,0.5584415584415584,2.35,28000,0.0,0.0,False,Micro (<$1M),Adventure,Muy Mala (0-4)
Color,Jon M. Chu,1.0,1.4804956395743816,1,1.0,Morgan Freeman,1.0,1.0,Action|Adventure|Comedy|Crime|Mystery|Thriller,Daniel Radcliffe,now you see me 2,1,1,Sanaa Lathan,card trick|london england|magician|rain machine|rooftop,http://www.imdb.com/title/tt3110958/?ref_=fn_tt_tt_1,0.0,English,USA,PG-13,1.0,,1,0.6883116883116883,2.35,15000,0.0,0.0,False,Micro (<$1M),Action,Muy Mala (0-4)
Color,Phillip Noyce,0.0,0.6714788501970245,1,1.0,Michael Byrne,1.0,1.0,Action|Adventure|Romance|Sci-Fi|Thriller,Alun Armstrong,the saint,1,1,Velibor Topic,cold fusion|disguise|energy|fusion|the saint,http://www.imdb.com/title/tt0120053/?ref_=fn_tt_tt_1,0.0,English,USA,PG-13,0.7555549634553559,,1,0.5974025974025974,2.35,0,32.35304489652629,0.2444450365446441,True,Micro (<$1M),Action,Muy Mala (0-4)
Color,Brian De Palma,1.0,0.5470147287543542,0,1.0,Connie Nielsen,1.0,1.0,Adventure|Sci-Fi|Thriller,Don Cheadle,mission to mars,1,1,Kim Delaney,astronaut|mars|mars the planet|outer space|zero gravity,http://www.imdb.com/title/tt0183523/?ref_=fn_tt_tt_1,3.0,English,USA,PG,1.0,,1,0.5194805194805194,2.35,0,0.0,0.0,False,Micro (<$1M),Adventure,Muy Mala (0-4)
Color,Carlos Saldanha,2.0,-0.5731623642296788,1,1.0,Wanda Sykes,1.0,1.0,Adventure|Animation|Comedy|Family|Musical,Anne Hathaway,rio,1,1,Will.i.am,bird|brazilian|cockatoo|macaw|minnesota,http://www.imdb.com/title/tt1436562/?ref_=fn_tt_tt_1,0.0,English,USA,G,1.0,,1,0.7012987012987012,2.35,19000,0.0,0.0,False,Micro (<$1M),Adventure,Muy Mala (0-4)
Color,Mick Jackson,0.0,-0.0753058784589974,1,1.0,Anne Heche,1.0,1.0,Action|Drama|Sci-Fi|Thriller,Don Cheadle,volcano,1,1,Gaby Hoffmann,earthquake|fire|lava|rescue|volcano,http://www.imdb.com/title/tt0120461/?ref_=fn_tt_tt_1,0.0,English,USA,PG-13,1.0,,1,0.4935064935064935,1.85,2000,0.0,0.0,False,Micro (<$1M),Action,Muy Mala (0-4)
Color,Alan J. Pakula,0.0,0.3603185465903487,1,1.0,Brad Pitt,1.0,1.0,Action|Crime|Drama|Thriller,Harrison Ford,the devil's own,1,1,Natascha McElhone,friendship|murder|northern ireland|police officer|terrorist,http://www.imdb.com/title/tt0118972/?ref_=fn_tt_tt_1,0.0,English,USA,R,0.9555554479009736,,1,0.5844155844155844,2.35,979,4.651174580884428,0.044444552099026424,True,Micro (<$1M),Action,Muy Mala (0-4)
Color,John Milius,1.0,1.4804956395743816,1,1.0,Mako,1.0,1.0,Adventure|Fantasy,William Smith,conan the barbarian,1,1,Sandahl Bergman,actual animal killed|cult|evil sorcerer|gladiator|warlord,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,1.0,English,USA,R,0.2222203382670415,,1,0.6883116883116883,2.35,0,350.0038150415842,0.7777796617329585,True,Micro (<$1M),Adventure,Muy Mala (0-4)
Color,Ron Howard,1.0,2.413976550394409,1,1.0,Bruce McGill,1.0,1.0,Biography|Drama|Sport,Paddy Considine,cinderella man,1,1,Rosemarie DeWitt,boxer|boxing|dream|great depression|love,http://www.imdb.com/title/tt0352248/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,0.9777777239504868,,1,0.8311688311688311,2.35,0,2.2727329029065215,0.022222276049513212,True,Micro (<$1M),Biography,Muy Mala (0-4)
Color,Andrey Konchalovskiy,0.0,0.2980864858690135,1,1.0,Nathan Lane,1.0,1.0,Action|Family|Fantasy|Musical,Shirley Henderson,the nutcracker in 3d,1,1,Richard E. Grant,box office flop|christmas|christmas eve|critically bashed|toy comes to life,http://www.imdb.com/title/tt1041804/?ref_=fn_tt_tt_1,0.0,English,UK,PG,1.0,,1,0.3636363636363636,2.35,788,0.0,0.0,False,Micro (<$1M),Action,Muy Mala (0-4)
Black and White,Gary Ross,1.0,2.1650483075090685,1,1.0,Michael Angarano,1.0,1.0,Drama|History|Sport,Jeff Bridges,seabiscuit,1,1,Michael O'Neill,horse|horse racing|jockey|limp|seabiscuit,http://www.imdb.com/title/tt0329575/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,0.9666665859257304,,1,0.7402597402597402,2.35,0,3.448284502597944,0.033333414074269596,True,Micro (<$1M),Drama,Muy Mala (0-4)
Color,Robert Zemeckis,1.0,2.351744489673074,0,1.0,Paul Sanchez,1.0,1.0,Adventure|Drama|Romance,Tom Hanks,cast away,1,1,Nick Searcy,christmas|island|love|survival|talking to inanimate object,http://www.imdb.com/title/tt0162222/?ref_=fn_tt_tt_1,3.0,English,USA,PG-13,1.0,,1,0.7922077922077921,1.85,23000,0.0,0.0,False,Micro (<$1M),Adventure,Muy Mala (0-4)
Color,Paul Greengrass,2.0,0.1736223644263431,1,1.0,Joan Allen,1.0,1.0,Action|Mystery|Thriller,Matt Damon,the bourne supremacy,1,1,Oksana Akinshina,assassin|car chase|cia|hidden truth|one against many,http://www.imdb.com/title/tt0372183/?ref_=fn_tt_tt_1,2.0,English,USA,PG-13,0.8333329296286517,,1,0.8051948051948051,2.35,0,20.000058133502318,0.1666670703713483,True,Micro (<$1M),Action,Muy Mala (0-4)
Color,Wolfgang Petersen,1.0,1.169335335967706,1,1.0,Gary Oldman,1.0,1.0,Action|Adventure|Drama|Thriller,Harrison Ford,air force one,1,1,Dean Stockwell,ex soldier|hijacker|hostage|president|terrorist,http://www.imdb.com/title/tt0118571/?ref_=fn_tt_tt_1,1.0,English,USA,R,0.9444443098762172,,1,0.6233766233766234,2.35,0,5.882368027720361,0.05555569012378281,True,Micro (<$1M),Action,Muy Mala (0-4)
Color,Steven Soderbergh,1.0,0.6714788501970245,0,1.0,Bernie Mac,1.0,1.0,Crime|Thriller,Brad Pitt,ocean's eleven,1,1,Elliott Gould,card dealer|casino|criminal mastermind|recruiting|ulcer,http://www.imdb.com/title/tt0240772/?ref_=fn_tt_tt_1,3.0,English,USA,PG-13,0.9444443098762172,,1,0.8051948051948051,2.35,0,5.882368027720361,0.05555569012378281,True,Micro (<$1M),Crime,Muy Mala (0-4)
Color,Paul W.S. Anderson,1.0,0.2980864858690135,1,1.0,Logan Lerman,1.0,1.0,Action|Adventure|Romance,Milla Jovovich,the three musketeers,1,1,Orlando Bloom,box office flop|cardinal richelieu|critically bashed|duel|musketeer,http://www.imdb.com/title/tt1509767/?ref_=fn_tt_tt_1,1.0,English,Germany,PG-13,0.8333329296286517,,1,0.5454545454545454,2.35,19000,20.000058133502318,0.1666670703713483,True,Micro (<$1M),Action,Muy Mala (0-4)
Color,Genndy Tartakovsky,2.0,-0.8843226678363546,1,1.0,Adam Sandler,1.0,1.0,Animation|Comedy|Family|Fantasy,Steve Buscemi,hotel transylvania,1,1,Jon Lovitz,dracula|hotel|invisible man|monster|transylvania,http://www.imdb.com/title/tt0837562/?ref_=fn_tt_tt_1,0.0,English,USA,PG,0.9444443098762172,,1,0.7142857142857142,1.85,28000,5.882368027720361,0.05555569012378281,True,Micro (<$1M),Animation,Muy Mala (0-4)
Color,Kevin Lima,1.0,0.111390303705008,1,1.0,Teala Dunn,1.0,1.0,Animation|Comedy|Family|Fantasy|Musical|Romance,Jeff Bennett,enchanted,1,1,Fred Tatasciore,fairy tale|lawyer|love|new york|prince,http://www.imdb.com/title/tt0461770/?ref_=fn_tt_tt_1,1.0,English,USA,PG,0.9444443098762172,,1,0.7142857142857142,2.35,0,5.882368027720361,0.05555569012378281,True,Micro (<$1M),Animation,Muy Mala (0-4)
Color,Daniel Espinosa,2.0,0.6092467894756893,1,1.0,Ryan Reynolds,1.0,1.0,Action|Crime|Mystery|Thriller,Denzel Washington,safe house,1,1,Sam Shepard,cia|cia agent|consulate|on the run|safe house,http://www.imdb.com/title/tt1599348/?ref_=fn_tt_tt_1,1.0,English,USA,R,0.9444443098762172,,1,0.6753246753246752,2.35,19000,5.882368027720361,0.05555569012378281,True,Micro (<$1M),Action,Muy Mala (0-4)
Color,Kevin Lima,0.0,-0.3242341213443381,1,1.0,Eric Idle,1.0,1.0,Adventure|Comedy|Family,Ioan Gruffudd,102 dalmatians,1,1,Jim Carter,dog|parole|parole officer|prison|puppy,http://www.imdb.com/title/tt0211181/?ref_=fn_tt_tt_1,0.0,English,USA,G,0.9444443098762172,,1,0.4155844155844155,1.85,372,5.882368027720361,0.05555569012378281,True,Micro (<$1M),Adventure,Muy Mala (0-4)
Color,Brett Ratner,2.0,-0.0753058784589974,1,1.0,Gabourey Sidibe,1.0,1.0,Action|Comedy|Crime,Matthew Broderick,tower heist,1,1,Judd Hirsch,apartment|fbi|fraud|heist|manager,http://www.imdb.com/title/tt0471042/?ref_=fn_tt_tt_1,0.0,English,USA,PG-13,0.8333329296286517,,1,0.5974025974025974,2.35,0,20.000058133502318,0.1666670703713483,True,Micro (<$1M),Action,Muy Mala (0-4)
Color,Nancy Meyers,1.0,2.0405841860663982,1,1.0,Rufus Sewell,1.0,1.0,Comedy|Romance,Kate Winslet,the holiday,1,1,Sarah Parish,book|composer|house|love|self esteem,http://www.imdb.com/title/tt0457939/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,0.9444443098762172,,1,0.6883116883116883,1.85,19000,5.882368027720361,0.05555569012378281,True,Micro (<$1M),Comedy,Muy Mala (0-4)
Color,Tony Scott,0.0,2.1650483075090685,1,1.0,Jake Busey,1.0,1.0,Action|Crime|Drama|Mystery|Thriller,Will Smith,enemy of the state,1,1,Lisa Bonet,congressman|lawyer|nsa|on the run|surveillance,http://www.imdb.com/title/tt0120660/?ref_=fn_tt_tt_1,1.0,English,USA,R,1.0,,1,0.7402597402597402,2.35,0,0.0,0.0,False,Micro (<$1M),Action,Muy Mala (0-4)
Color,Nancy Meyers,1.0,0.9204070930823652,1,1.0,Hunter Parrish,1.0,1.0,Comedy|Drama|Romance,Meryl Streep,it's complicated,1,1,Zoe Kazan,affair|divorce|graduation|vomiting|watching television,http://www.imdb.com/title/tt1230414/?ref_=fn_tt_tt_1,0.0,English,USA,R,0.9444443098762172,,1,0.6493506493506492,1.85,0,5.882368027720361,0.05555569012378281,True,Micro (<$1M),Comedy,Muy Mala (0-4)
Color,Steven Soderbergh,2.0,1.0448712145250354,0,1.0,Matt Damon,1.0,1.0,Crime|Thriller,Al Pacino,ocean's thirteen,1,1,Brad Pitt,casino|heist|manmade earthquake|revenge|tunnel boring machine,http://www.imdb.com/title/tt0496806/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,0.9444443098762172,,1,0.6883116883116883,2.35,0,5.882368027720361,0.05555569012378281,True,Micro (<$1M),Crime,Muy Mala (0-4)
Color,Roger Allers,0.0,-1.382179153607036,1,1.0,Debra Messing,1.0,1.0,Adventure|Animation|Comedy|Family,Jon Favreau,open season,1,1,Jane Krakowski,bear|deer|forest|grizzly bear|hunter,http://www.imdb.com/title/tt0400717/?ref_=fn_tt_tt_1,0.0,English,USA,PG,0.9444443098762172,,1,0.5974025974025974,1.85,863,5.882368027720361,0.05555569012378281,True,Micro (<$1M),Adventure,Muy Mala (0-4)
Color,Neil Burger,4.0,2.102816246787733,1,1.0,Theo James,1.0,1.0,Adventure|Mystery|Sci-Fi,Kate Winslet,divergent,1,1,Mekhi Phifer,army|brother sister relationship|dystopia|father son relationship|narrated by character,http://www.imdb.com/title/tt1840309/?ref_=fn_tt_tt_1,2.0,English,USA,PG-13,0.9444443098762172,,1,0.6623376623376623,2.35,49000,5.882368027720361,0.05555569012378281,True,Micro (<$1M),Adventure,Muy Mala (0-4)
Color,Jean-Jacques Annaud,1.0,1.604959761017052,1,1.0,Gabriel Thomson,1.0,1.0,Drama|History|War,Bob Hoskins,enemy at the gates,1,1,Clemens Schick,battle|german|russian|sniper|stalingrad,http://www.imdb.com/title/tt0215750/?ref_=fn_tt_tt_1,2.0,English,USA,R,0.7555549634553559,,1,0.7792207792207791,2.35,0,32.35304489652629,0.2444450365446441,True,Micro (<$1M),Drama,Muy Mala (0-4)
Color,Peter Berg,1.0,-0.0753058784589974,1,1.0,Rosario Dawson,1.0,1.0,Action|Adventure|Comedy|Thriller,Dwayne Johnson,the rundown,1,1,Ewen Bremner,amazon|bounty hunter|fight|hunter|jungle,http://www.imdb.com/title/tt0327850/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,0.9444443098762172,,1,0.6623376623376623,2.35,0,5.882368027720361,0.05555569012378281,True,Micro (<$1M),Action,Muy Mala (0-4)
Color,John McTiernan,0.0,1.542727700295717,1,1.0,Tom Noonan,1.0,1.0,Action|Adventure|Comedy|Fantasy,F. Murray Abraham,last action hero,1,1,Joan Plowright,action hero|hero|magic|ticket|video store,http://www.imdb.com/title/tt0107362/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,0.777777239504869,,1,0.5974025974025974,2.35,0,28.57151755129752,0.222222760495131,True,Micro (<$1M),Action,Muy Mala (0-4)
Color,Rob Marshall,1.0,2.4762086111157444,1,1.0,Mako,1.0,1.0,Drama|Romance,Li Gong,memoirs of a geisha,1,1,Karl Yune,coming of age|geisha|japan|jealousy|love,http://www.imdb.com/title/tt0397535/?ref_=fn_tt_tt_1,2.0,English,USA,PG-13,0.9444443098762172,,1,0.7402597402597402,2.35,0,5.882368027720361,0.05555569012378281,True,Micro (<$1M),Drama,Muy Mala (0-4)
